,smiles,solvent,logsol,SP,SdP,SA,SB
26297,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#N,-6.631639842901822,0.645,0.974,0.044,0.286
39570,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],O,-9.998018036382362,0.681,0.997,1.062,0.025
39501,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,O,-11.55166629328666,0.681,0.997,1.062,0.025
22969,O=C(O)COc1ccc(Cl)cc1Cl,CCOC(C)=O,-2.2975975514830065,0.656,0.603,0.0,0.542
43432,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CN(C)C=O,-1.881903019081021,0.759,0.977,0.031,0.613
29940,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CC(C)O,-8.859683500363014,0.633,0.808,0.283,0.83
34285,NC(=O)c1cccnc1,CC(C)CO,-3.237814025888452,0.657,0.684,0.311,0.828
27495,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CC(C)O,-4.305806608762473,0.633,0.808,0.283,0.83
33739,O=C(O)[C@@H]1C[C@@H](O)CN1,CC(C)CO,-8.852665927704367,0.657,0.684,0.311,0.828
38218,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,C1COCCO1,-2.1785991132130547,0.737,0.312,0.0,0.444
3224,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,CO,-4.806796893840051,0.608,0.904,0.605,0.545
4856,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CCO,-7.824046010856292,0.633,0.783,0.4,0.658
3697,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,CO,-5.528485532799211,0.608,0.904,0.605,0.545
27803,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CC(C)O,-9.426756602540966,0.633,0.808,0.283,0.83
40835,CN(C)CCn1[nH]nnc1=S,O,-5.056941046972767,0.681,0.997,1.062,0.025
1092,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CO,-9.059337498439657,0.608,0.904,0.605,0.545
42607,O=C(O)c1cccc([N+](=O)[O-])c1O,CN(C)C=O,-2.059638914383656,0.759,0.977,0.031,0.613
25042,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CC#N,-5.766722274430075,0.645,0.974,0.044,0.286
8339,O=C(NCCO[N+](=O)[O-])c1cccnc1,CCO,-6.109347587764699,0.633,0.783,0.4,0.658
42442,NS(=O)(=O)Cc1noc2ccccc12,CN(C)C=O,-2.511332764024523,0.759,0.977,0.031,0.613
3568,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,CO,-6.745636429505702,0.608,0.904,0.605,0.545
4275,COC(=O)[C@H](N)c1ccccc1.Cl,CO,-2.4651040224918206,0.608,0.904,0.605,0.545
38099,NC(N)=NC(N)=NCCc1ccccc1,C1COCCO1,-8.073469371190983,0.737,0.312,0.0,0.444
3077,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CO,-4.654255393678583,0.608,0.904,0.605,0.545
26355,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,CC#N,-5.879565454610574,0.645,0.974,0.044,0.286
48533,CC(=O)c1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCC,-8.444872529836612,0.616,0.0,0.0,0.056
19479,COc1cc(Cl)nc(N)n1,CC(C)=O,-3.669469060594113,0.651,0.907,0.0,0.475
37988,CC(=O)N1CCC[C@H]1C(=O)O,C1COCCO1,-3.1801359965522704,0.737,0.312,0.0,0.444
40479,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,O,-4.109255174957855,0.681,0.997,1.062,0.025
9055,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCO,-8.506253251377903,0.633,0.783,0.4,0.658
1679,O=C(O)/C=C/c1ccc(O)cc1,CO,-3.128121461599737,0.608,0.904,0.605,0.545
28845,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CC(C)O,-10.680016342035124,0.633,0.808,0.283,0.83
9506,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,CCO,-10.176872320287083,0.633,0.783,0.4,0.658
19360,CC(C)c1ncc[nH]1,CC(C)=O,-1.968974088653865,0.651,0.907,0.0,0.475
23377,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CCOC(C)=O,-5.086598832903294,0.656,0.603,0.0,0.542
43574,N[C@H](Cc1c[nH]cn1)C(=O)O,CN(C)C=O,-1.606941032235513,0.759,0.977,0.031,0.613
45527,O=C(O)Cc1ccccc1Cl,C1CCCCC1,-5.1136651944158,0.683,0.0,0.0,0.073
42980,NNC(=O)c1ccncc1,CN(C)C=O,-3.1898025773824936,0.759,0.977,0.031,0.613
16076,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CCCCO,-7.643809960553359,0.674,0.655,0.341,0.809
48546,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],CCCCCC,-12.404523584254012,0.616,0.0,0.0,0.056
29862,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,CC(C)O,-9.82726752662472,0.633,0.808,0.283,0.83
27300,c1ccc2[nH]c(-c3cscn3)nc2c1,CC(C)O,-6.742240840504564,0.633,0.808,0.283,0.83
35902,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCN(P(=O)(Oc2ccccc2)Oc2ccccc2)CC1,C1CCOC1,-6.301310432261484,0.714,0.634,0.0,0.591
47370,O=C(O)/C=C/c1ccc(O)cc1,COC(C)=O,-3.887330392837775,0.645,0.637,0.0,0.527
18676,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CC(C)=O,-10.381523353479128,0.651,0.907,0.0,0.475
2502,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CO,-2.570072458160307,0.608,0.904,0.605,0.545
25196,N#CCc1ccccc1[N+](=O)[O-],CC#N,-1.6327065393734548,0.645,0.974,0.044,0.286
34930,CC(=O)NCC(=O)O,CCCCCO,-5.784450377723656,0.687,0.587,0.319,0.86
4809,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CCO,-6.889915360853806,0.633,0.783,0.4,0.658
513,O=C(O)Cc1ccccc1[N+](=O)[O-],CO,-2.6990409069446226,0.608,0.904,0.605,0.545
34443,COc1cc(C(=O)O)ccc1O,CC(C)CO,-4.045554398052668,0.657,0.684,0.311,0.828
47001,Cc1c(N)cccc1C(=O)O,COC(C)=O,-6.03270329512458,0.645,0.637,0.0,0.527
38107,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,C1COCCO1,-8.58173171255381,0.737,0.312,0.0,0.444
3490,O=c1cc(CO)occ1O,CO,-4.327538449389812,0.608,0.904,0.605,0.545
15283,CCNc1nc(Cl)nc(NC(C)C)n1,CCCCO,-4.986006098150823,0.674,0.655,0.341,0.809
49788,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ClC(Cl)Cl,-5.342060289495955,0.783,0.614,0.047,0.071
37250,OCC(O)COc1ccc(Cl)cc1,CCC(C)O,-2.343511259606692,0.656,0.706,0.221,0.888
118,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,CO,-6.319968614080018,0.608,0.904,0.605,0.545
30095,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CC(C)O,-10.886987034103733,0.633,0.808,0.283,0.83
33925,CC(=O)N1CCC[C@H]1C(=O)O,CC(C)CO,-2.241301864577147,0.657,0.684,0.311,0.828
43710,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CN(C)C=O,-3.7152234294535385,0.759,0.977,0.031,0.613
35262,O=C(O)COc1ccc(Cl)cc1Cl,CCCCCO,-1.8643301620628905,0.687,0.587,0.319,0.86
17085,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CC(C)=O,-5.903453669785269,0.651,0.907,0.0,0.475
9067,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,CCO,-10.041600854665765,0.633,0.783,0.4,0.658
32479,[NH3+]O.[NH3+]O.[O-]n1nnnc1-c1nnnn1[O-],Cc1ccccc1,-10.619698672694623,0.782,0.284,0.0,0.128
17316,N#CCc1ccccc1[N+](=O)[O-],CC(C)=O,-1.3509272172825992,0.651,0.907,0.0,0.475
5646,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCO,-5.546522348457618,0.633,0.783,0.4,0.658
43306,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc2ccc(=O)oc2c1,CN(C)C=O,-4.961845129926823,0.759,0.977,0.031,0.613
27588,O=C(O)Cc1ccc([N+](=O)[O-])cc1,CC(C)O,-2.915443442325188,0.633,0.808,0.283,0.83
12338,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,CCCO,-9.206348350706646,0.658,0.748,0.367,0.782
18815,CCN1CCN(c2cc3c(cc2F)c(=O)cc(C(=O)[O-])n3C2CC2)CC1.[Na+],CC(C)=O,-5.983496377458805,0.651,0.907,0.0,0.475
20351,O=C(O)CNCc1ccccc1,CCOC(C)=O,-9.610817938573309,0.656,0.603,0.0,0.542
35330,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCCCO,-4.7513526961661725,0.687,0.587,0.319,0.86
18471,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,CC(C)=O,-12.696115730113636,0.651,0.907,0.0,0.475
10055,O=C(Nc1ccccc1)c1ccccc1,CCCO,-4.8477514311947765,0.658,0.748,0.367,0.782
21386,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CCOC(C)=O,-9.59013773333577,0.656,0.603,0.0,0.542
7613,CCc1occc(=O)c1O,CCO,-2.328929068333648,0.633,0.783,0.4,0.658
28973,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CC(C)O,-7.375042600733645,0.633,0.808,0.283,0.83
19330,c1ccc(-c2nnn[nH]2)cc1,CC(C)=O,-3.7469323855625536,0.651,0.907,0.0,0.475
28314,N#CCc1ccc([N+](=O)[O-])cc1,CC(C)O,-5.707489336587527,0.633,0.808,0.283,0.83
36242,COC(=O)[C@@H](N)CS.Cl,CCC(C)=O,-6.41305903714603,0.669,0.872,0.0,0.52
31896,NS(=O)(=O)Cc1noc2ccccc12,Cc1ccccc1,-8.742213502743308,0.782,0.284,0.0,0.128
49578,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,ClC(Cl)Cl,-1.9469406798698368,0.783,0.614,0.047,0.071
16417,O=C(O)CN(CC(=O)O)CP(=O)(O)O,CCCCO,-8.590839731584536,0.674,0.655,0.341,0.809
14218,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CCCCO,-2.887775132048899,0.674,0.655,0.341,0.809
44842,N[C@@H](Cc1ccc(O)cc1)C(=O)O,OCCO,-9.300702812056574,0.777,0.91,0.717,0.534
34897,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CCCCCO,-4.771815263397039,0.687,0.587,0.319,0.86
39681,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,O,-9.368047368006218,0.681,0.997,1.062,0.025
4773,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCO,-5.310389947782306,0.633,0.783,0.4,0.658
27608,O=C([O-])/C=C/C(=O)O.[Na+],CC(C)O,-10.106828476554158,0.633,0.808,0.283,0.83
3611,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CO,-5.154736638070513,0.608,0.904,0.605,0.545
28606,O=C(O)Cc1ccccc1Cl,CC(C)O,-0.997229674379507,0.633,0.808,0.283,0.83
6297,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCO,-3.81217767045843,0.633,0.783,0.4,0.658
41401,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,O,-11.121559281241566,0.681,0.997,1.062,0.025
15028,COc1cc(C(=O)O)ccc1O,CCCCO,-3.4769990950784373,0.674,0.655,0.341,0.809
30186,CC(=O)Nc1ccc(C(=O)O)cc1,CC(C)O,-4.710086355937651,0.633,0.808,0.283,0.83
39059,Cc1c(N)cccc1C(=O)O,O,-7.3100254961937825,0.681,0.997,1.062,0.025
45773,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],C1CCCCC1,-4.231539801399945,0.683,0.0,0.0,0.073
9028,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],CCO,-5.386493057451762,0.633,0.783,0.4,0.658
41704,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O,-2.910365915533109,0.681,0.997,1.062,0.025
47459,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,COC(C)=O,-4.143955062775436,0.645,0.637,0.0,0.527
28491,COc1cc(C(=O)O)cc(OC)c1O,CC(C)O,-4.890189141020389,0.633,0.808,0.283,0.83
32534,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,Cc1ccccc1,-3.7823113989064887,0.782,0.284,0.0,0.128
14718,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,CCCCO,-9.65772182318564,0.674,0.655,0.341,0.809
11337,O=C(c1ccccc1)C(O)c1ccccc1,CCCO,-5.863951226809022,0.658,0.748,0.367,0.782
13627,O=C(O)[C@@H]1C[C@@H](O)CN1,CCCCO,-8.617013526698448,0.674,0.655,0.341,0.809
17990,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,CC(C)=O,-2.6020698775649778,0.651,0.907,0.0,0.475
20426,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCOC(C)=O,-2.562392628679847,0.656,0.603,0.0,0.542
4314,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O,CO,-8.719615419917195,0.608,0.904,0.605,0.545
10654,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CCCO,-9.14830498105673,0.658,0.748,0.367,0.782
41732,CC(=O)Nc1ccc(O)cc1,O,-6.265901392809743,0.681,0.997,1.062,0.025
17588,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CC(C)=O,-9.11776119068309,0.651,0.907,0.0,0.475
11457,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CCCO,-5.918957856321234,0.658,0.748,0.367,0.782
16653,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,CC(C)=O,-7.762386630469565,0.651,0.907,0.0,0.475
4609,O=C(O)c1ccc(CO)cc1,CCO,-3.062085774104012,0.633,0.783,0.4,0.658
17201,Cc1cnc(C(=O)O)cn1,CC(C)=O,-11.068239643708782,0.651,0.907,0.0,0.475
31073,Oc1ccc(OCc2ccccc2)cc1,CCCCCCCCO,-3.79735593045002,0.713,0.454,0.299,0.923
47410,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,COC(C)=O,-6.277547898196066,0.645,0.637,0.0,0.527
8257,Nc1ccc(Oc2ccc(N)cc2)cc1,CCO,-6.725433722188183,0.633,0.783,0.4,0.658
36659,O=C(O)Cc1ccccc1Cl,CCC(C)=O,-0.7717575811418567,0.669,0.872,0.0,0.52
33970,O=C(O)Cc1ccc([N+](=O)[O-])cc1,CC(C)CO,-3.0698094769503066,0.657,0.684,0.311,0.828
7564,N#Cc1ccc(C(=O)O)cc1,CCO,-3.627972519210415,0.633,0.783,0.4,0.658
24836,CN(C)Cc1c[nH]c2ccccc12,CC#N,-4.455888483272337,0.645,0.974,0.044,0.286
35349,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CCCCCO,-5.831729488986823,0.687,0.587,0.319,0.86
16686,CC1=NN(c2ccccc2)C(=O)C1,CC(C)=O,-3.2948933112921166,0.651,0.907,0.0,0.475
30216,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,CC(C)O,-12.105322742430031,0.633,0.808,0.283,0.83
26099,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CC#N,-3.927136643238194,0.645,0.974,0.044,0.286
48709,c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,-6.515713191206113,0.616,0.0,0.0,0.056
3037,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,CO,-9.808722976091705,0.608,0.904,0.605,0.545
20010,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CCOC(C)=O,-5.71443905484473,0.656,0.603,0.0,0.542
11669,COc1cc(C(=O)O)ccc1O,CCCO,-3.5684333010380693,0.658,0.748,0.367,0.782
9541,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CCO,-4.194385916402327,0.633,0.783,0.4,0.658
10353,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CCCO,-3.987824718844428,0.658,0.748,0.367,0.782
11028,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCO,-4.789333437661417,0.658,0.748,0.367,0.782
2763,COC(=O)/C=C(\C)N[C@@H](C(=O)[O-])c1ccc(O)cc1.[K+],CO,-5.532016431801763,0.608,0.904,0.605,0.545
37319,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCC(C)O,-2.489276182305943,0.656,0.706,0.221,0.888
10406,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CCCO,-1.5431821166570352,0.658,0.748,0.367,0.782
14813,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,CCCCO,-5.238351785380603,0.674,0.655,0.341,0.809
31389,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,CCCCCCCCO,-9.14455263143818,0.713,0.454,0.299,0.923
20721,NC(N)=NC(N)=NCCc1ccccc1,CCOC(C)=O,-5.576445226195006,0.656,0.603,0.0,0.542
21913,COc1ccc(C(=O)O)c(OC)c1,CCOC(C)=O,-3.4673371841667,0.656,0.603,0.0,0.542
3388,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,CO,-6.9703756409638045,0.608,0.904,0.605,0.545
11651,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,CCCO,-7.647784445442213,0.658,0.748,0.367,0.782
14932,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],CCCCO,-8.995228992359237,0.674,0.655,0.341,0.809
35208,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CCCCCO,-3.4708690549114745,0.687,0.587,0.319,0.86
19109,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CC(C)=O,-5.75055966621513,0.651,0.907,0.0,0.475
33631,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CC(C)CO,-5.592688427150614,0.657,0.684,0.311,0.828
42734,NC(N)=NC(N)=NCCc1ccccc1,CN(C)C=O,-3.3444390478435464,0.759,0.977,0.031,0.613
32118,Cc1cnc(C(=O)O)cn1,Cc1ccccc1,-13.036185681163277,0.782,0.284,0.0,0.128
37131,COC(=O)[C@@H](N)CS.Cl,CCC(C)O,-5.482240204708965,0.656,0.706,0.221,0.888
43597,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CN(C)C=O,-5.504849652057049,0.759,0.977,0.031,0.613
16770,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CC(C)=O,-6.074846156047033,0.651,0.907,0.0,0.475
2219,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,CO,-6.7516921433505495,0.608,0.904,0.605,0.545
30108,CCOc1cc(C=O)ccc1O,CC(C)O,-1.7957674906255938,0.633,0.808,0.283,0.83
4976,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CCO,-3.486428526024816,0.633,0.783,0.4,0.658
12512,COC(=O)[C@H](N)c1ccc(O)cc1,CCCO,-5.825712848643192,0.658,0.748,0.367,0.782
17384,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CC(C)=O,-13.701289413874251,0.651,0.907,0.0,0.475
5039,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCO,-4.841778988255872,0.633,0.783,0.4,0.658
4444,COC(=O)[C@@H](N)CS.Cl,CCO,-3.150049633938348,0.633,0.783,0.4,0.658
28537,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CC(C)O,-8.59840324684178,0.633,0.808,0.283,0.83
9319,COc1cc(Cl)nc(N)n1,CCO,-5.323225002254222,0.633,0.783,0.4,0.658
5510,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CCO,-3.2657054122249987,0.633,0.783,0.4,0.658
13274,Nc1nc(N)nc(NC2CC2)n1,CCCO,-6.419788949362229,0.658,0.748,0.367,0.782
15882,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CCCCO,-5.042900254683532,0.674,0.655,0.341,0.809
3138,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CO,-7.35874090239211,0.608,0.904,0.605,0.545
4556,O=C(O)COc1ccc(Cl)cc1,CCO,-2.910105187586554,0.633,0.783,0.4,0.658
34427,CCOC(=O)c1ccc(N)cc1,CC(C)CO,-2.645075401940822,0.657,0.684,0.311,0.828
26968,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,CC#N,-9.12324566512525,0.645,0.974,0.044,0.286
16243,N=C(Nc1ccccc1)Nc1ccccc1,CCCCO,-3.1444643273543904,0.674,0.655,0.341,0.809
41621,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,O,-15.699385316100134,0.681,0.997,1.062,0.025
33841,Nc1cccc(C(=O)O)c1,CC(C)CO,-4.832698335620125,0.657,0.684,0.311,0.828
23883,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,ClCCl,-2.0755052988583174,0.761,0.769,0.04,0.178
17495,O=C(O)c1cc2ccccc2cc1O,CC(C)=O,-3.1634411179801,0.651,0.907,0.0,0.475
325,O=C(O)c1cccc([N+](=O)[O-])c1O,CO,-2.4213686289840126,0.608,0.904,0.605,0.545
21289,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CCOC(C)=O,-4.461069842014335,0.656,0.603,0.0,0.542
39203,O=C(O)CNCc1ccccc1,O,-4.270413706150381,0.681,0.997,1.062,0.025
42207,Cc1c(N)cccc1C(=O)O,CCCOC(C)=O,-6.559213318273594,0.67,0.559,0.0,0.548
24710,O=C(O)Cc1ccccc1[N+](=O)[O-],CC#N,-3.667509428377744,0.645,0.974,0.044,0.286
28994,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC(C)O,-10.613170701736172,0.633,0.808,0.283,0.83
45397,CN(C)/C=C/C(=O)c1cccnc1,C1CCCCC1,-6.083579836015788,0.683,0.0,0.0,0.073
11248,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCCO,-8.768221946219983,0.658,0.748,0.367,0.782
11112,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCCO,-7.923866346138503,0.658,0.748,0.367,0.782
16661,c1ccc2[nH]c(-c3cscn3)nc2c1,CC(C)=O,-6.8618263470937375,0.651,0.907,0.0,0.475
8279,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,CCO,-9.951837813477177,0.633,0.783,0.4,0.658
24042,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCN(P(=O)(Oc2ccccc2)Oc2ccccc2)CC1,ClCCl,-4.5505873082178,0.761,0.769,0.04,0.178
41321,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,O,-14.742356803777946,0.681,0.997,1.062,0.025
10281,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCCO,-4.631514161327694,0.658,0.748,0.367,0.782
37215,CSCCC(NC(C)=O)C(=O)O,CCC(C)O,-2.867690923673107,0.656,0.706,0.221,0.888
