,SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
48840,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,303.15,0.000292,n-hexane,CCCCCC,10.1021/je9004382
48901,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],303.15,0.006846,n-hexane,CCCCCC,10.1016/j.jct.2019.03.029
48919,Clc1ncnc2[nH]ccc12,303.15,0.00132,n-hexane,CCCCCC,10.1016/j.jct.2021.106493
48929,O=c1ccc2ccccc2o1,303.15,0.004211,n-hexane,CCCCCC,10.1016/j.fluid.2015.03.022
48947,O=C(O)c1cccc(O)c1O,303.15,0.07442,isopentanol,CC(C)CCO,10.1021/acs.jced.0c01032
48965,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,303.15,0.0105,isopentanol,CC(C)CCO,10.1021/acs.jced.0c00513
49012,On1nnc2ccccc21,303.15,0.01609,isopentanol,CC(C)CCO,10.1021/acs.jced.7b00316
49021,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,303.15,0.001233,isopentanol,CC(C)CCO,10.1021/acs.jced.8b00043
49028,COC(=O)c1c(C)cc(O)c(C)c1O,303.15,0.1097,isopentanol,CC(C)CCO,10.1021/acs.jced.6b00646
49037,CCOC(=O)c1ccc(N)cc1,303.15,0.0757,isopentanol,CC(C)CCO,10.1021/acs.jced.6b00037
49085,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.01416,isopentanol,CC(C)CCO,10.1016/j.jct.2021.106451
49095,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,303.15,0.01255,isopentanol,CC(C)CCO,10.1016/j.jct.2020.106259
49103,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,303.15,0.002875,isopentanol,CC(C)CCO,10.1016/j.jct.2019.105882
49109,COc1cc(CO)ccc1O,303.15,0.0302,isopentanol,CC(C)CCO,10.1016/j.jct.2016.11.030
49120,O=Cc1ccc(C=O)cc1,303.15,0.03056,isopentanol,CC(C)CCO,10.1016/j.jct.2016.07.013
49134,CC1=NN(c2ccc(C)cc2)C(=O)C1,303.15,0.07694,isopentanol,CC(C)CCO,10.1016/j.jct.2016.08.007
49143,Nc1nc(N)nc(NC2CC2)n1,303.15,0.001039,isopentanol,CC(C)CCO,10.1016/j.fluid.2018.07.024
49162,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],303.15,0.00836,isopentanol,CC(C)CCO,10.1016/j.fluid.2017.04.008
49171,O=C(O)COc1ccc(Cl)cc1,303.15,0.02544,ethyl formate,CCOC=O,10.1021/acs.jced.1c00153
49180,O=C(O)c1ccc(CO)cc1,303.15,0.00431,ethyl formate,CCOC=O,10.1021/acs.jced.1c00035
49188,CCOc1ccccc1C(N)=O,303.15,0.015129,ethyl formate,CCOC=O,10.1021/acs.jced.0c01081
49198,O=C(Nc1ccccc1)c1ccccc1O,303.15,0.0334455,ethyl formate,CCOC=O,10.1021/acs.jced.0c01078
49208,O=C(O)c1cccc(O)c1O,303.15,0.03215,ethyl formate,CCOC=O,10.1021/acs.jced.0c01032
49225,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,303.15,0.00607,ethyl formate,CCOC=O,10.1021/acs.jced.7b00695
49236,NS(=O)(=O)c1ccccc1,303.15,0.03671,ethyl formate,CCOC=O,10.1021/acs.jced.9b00360
49259,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,303.15,0.0040683,ethyl formate,CCOC=O,10.1021/je7001682
49291,S=C(Nc1ccccc1)Nc1ccccc1,303.15,0.00972,ethyl formate,CCOC=O,10.1016/j.jct.2021.106605
49301,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.04434,ethyl formate,CCOC=O,10.1016/j.jct.2021.106451
49311,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,303.15,0.002751,ethyl formate,CCOC=O,10.1016/j.jct.2020.106259
49317,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,0.00857,chlorobenzene,Clc1ccccc1,10.1021/acs.jced.1c00163
49335,O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-],303.15,0.001468,chlorobenzene,Clc1ccccc1,10.1021/acs.jced.6b00219
49371,Cc1ccc(N)c([N+](=O)[O-])c1,303.15,0.04208,chlorobenzene,Clc1ccccc1,10.1016/j.jct.2017.02.008
49398,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,0.0092,chloroform,ClC(Cl)Cl,10.1021/acs.jced.1c00163
49407,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,303.15,0.00046234,chloroform,ClC(Cl)Cl,10.1021/acs.jced.0c00803
49460,COC(=O)c1ccc(C(=O)OC)cc1,303.15,0.0969347,chloroform,ClC(Cl)Cl,10.1021/acs.jced.9b00658
49467,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,303.15,0.07515,chloroform,ClC(Cl)Cl,10.1021/acs.jced.7b00695
49478,N#CCC(N)=O,303.15,0.001188,chloroform,ClC(Cl)Cl,10.1021/acs.jced.8b01205
49487,O=C(O)Cc1c[nH]c2ccccc12,303.15,3.624e-06,chloroform,ClC(Cl)Cl,10.1021/acs.jced.8b01265
49526,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],303.15,3.06e-05,chloroform,ClC(Cl)Cl,10.1021/acs.jced.7b00846
49536,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],303.15,8.51e-05,chloroform,ClC(Cl)Cl,10.1021/acs.jced.6b00761
49549,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,303.15,0.001241,chloroform,ClC(Cl)Cl,10.1021/acs.jced.6b00230
49570,Nc1ccc(Cc2ccc(N)cc2)cc1,303.15,0.1652,chloroform,ClC(Cl)Cl,10.1021/je501111d
49578,O=P(NCc1ccccc1)(Oc1ccccc1)Oc1ccccc1,303.15,0.14271,chloroform,ClC(Cl)Cl,10.1021/acs.jced.5b00007
49624,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,303.15,0.0136,chloroform,ClC(Cl)Cl,10.1021/je4010257
49631,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCN(P(=O)(Oc2ccccc2)Oc2ccccc2)CC1,303.15,0.016217,chloroform,ClC(Cl)Cl,10.1021/je400412z
49637,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],303.15,0.00683307,chloroform,ClC(Cl)Cl,10.1021/je4005992
49667,Clc1ccc(SSc2ccc(Cl)cc2)cc1,303.15,0.122,chloroform,ClC(Cl)Cl,10.1021/je301243f
49710,CP(=O)(O)c1ccccc1,303.15,0.1558,chloroform,ClC(Cl)Cl,10.1021/je1009812
49780,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,303.15,1.539e-05,chloroform,ClC(Cl)Cl,10.1021/je900742p
49788,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,303.15,0.004786,chloroform,ClC(Cl)Cl,10.1021/je900540d
49798,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,303.15,0.006275,chloroform,ClC(Cl)Cl,10.1021/je8007815
49821,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,303.15,0.12688714,chloroform,ClC(Cl)Cl,10.1021/je800515w
49852,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,303.15,0.0299,chloroform,ClC(Cl)Cl,10.1021/je7007457
49906,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.07715,chloroform,ClC(Cl)Cl,10.1016/j.jct.2021.106451
49923,S=c1[nH]c2ccccc2s1,303.15,0.01347,chloroform,ClC(Cl)Cl,10.1016/j.jct.2017.05.013
49935,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,303.15,0.01603,chloroform,ClC(Cl)Cl,10.1016/j.jct.2016.10.046
49946,Cn1cnc([N+](=O)[O-])c1Cl,303.15,0.02554,chloroform,ClC(Cl)Cl,10.1016/j.jct.2016.10.006
49959,COc1cc(Cl)nc(N)n1,303.15,0.009242,chloroform,ClC(Cl)Cl,10.1016/j.jct.2016.10.020
49985,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,303.15,0.009225,chloroform,ClC(Cl)Cl,10.1016/j.jct.2015.07.010
50008,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,303.15,0.09467,chloroform,ClC(Cl)Cl,10.1016/j.fluid.2013.09.023
50018,CC(=O)Nc1ccccc1[N+](=O)[O-],303.15,0.01626,n-heptanol,CCCCCCCO,10.1021/acs.jced.1c00037
50027,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,303.15,0.001296,n-heptanol,CCCCCCCO,10.1021/acs.jced.1c00062
50038,Nc1cccc(Cl)c1C(=O)O,303.15,0.03385,n-heptanol,CCCCCCCO,10.1021/acs.jced.0c00320
50047,C=CC(=O)NC(C)(C)CS(=O)(=O)O,303.15,0.005822,n-heptanol,CCCCCCCO,10.1021/acs.jced.0c00578
50058,O=P(O)(O)c1ccccc1,303.15,0.18302,n-heptanol,CCCCCCCO,10.1021/acs.jced.9b00362
50068,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.02077,n-heptanol,CCCCCCCO,10.1021/acs.jced.9b00497
50085,On1nnc2ccccc21,303.15,0.01818,n-heptanol,CCCCCCCO,10.1021/acs.jced.7b00316
50095,O=c1nc[nH]c2[nH]ncc12,303.15,0.0002761,n-heptanol,CCCCCCCO,10.1021/acs.jced.8b00430
50108,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,303.15,0.001492,n-heptanol,CCCCCCCO,10.1016/j.jct.2020.106323
50118,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,303.15,0.1522,n-heptanol,CCCCCCCO,10.1016/j.jct.2014.04.011
50126,Nc1nc(N)nc(NC2CC2)n1,303.15,0.0007366,n-heptanol,CCCCCCCO,10.1016/j.fluid.2018.07.024
50145,O=C(O)c1ccc(CO)cc1,303.15,0.00827,isopropyl acetate,CC(=O)OC(C)C,10.1021/acs.jced.1c00035
50154,O=C(Nc1ccccc1)c1ccccc1O,303.15,0.0439482,isopropyl acetate,CC(=O)OC(C)C,10.1021/acs.jced.0c01078
50164,O=C(O)c1cccc(O)c1O,303.15,0.06024,isopropyl acetate,CC(=O)OC(C)C,10.1021/acs.jced.0c01032
50172,Nc1cccc(C(=O)O)c1,303.15,0.00674,isopropyl acetate,CC(=O)OC(C)C,10.1021/acs.jced.1c00247
50181,COc1cc2c(cc1OC)C(=O)CC2,303.15,0.058144,isopropyl acetate,CC(=O)OC(C)C,10.1021/acs.jced.1c00040
50189,O=c1[nH]c2ccccc2c(=O)o1,303.15,0.002559,isopropyl acetate,CC(=O)OC(C)C,10.1021/acs.jced.9b01164
50246,S=C(Nc1ccccc1)Nc1ccccc1,303.15,0.008035,isopropyl acetate,CC(=O)OC(C)C,10.1016/j.jct.2021.106605
50255,Nc1nc2ccc(OC(F)(F)F)cc2s1,303.15,0.38559,isopropyl acetate,CC(=O)OC(C)C,10.1016/j.jct.2021.106569
50266,N#Cc1ccc2c(c1)OCO2,303.15,0.1549,isopropyl acetate,CC(=O)OC(C)C,10.1016/j.jct.2020.106191
50276,O=C1NC(=O)C2C3C=CC(C3)C12,303.15,0.010528,isopropyl acetate,CC(=O)OC(C)C,10.1016/j.fluid.2019.112301
50285,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,303.15,0.01318,methyl propionate,CCC(=O)OC,10.1021/acs.jced.0c01088
50314,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,303.15,0.00067793,MTBE,COC(C)(C)C,10.1021/acs.jced.0c00803
50340,CN(C)Cc1c[nH]c2ccccc12,303.15,0.0003973,MTBE,COC(C)(C)C,10.1021/acs.jced.9b01063
50351,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,303.15,0.000416,MTBE,COC(C)(C)C,10.1021/acs.jced.9b00696
50360,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,303.15,0.0153,MTBE,COC(C)(C)C,10.1021/acs.jced.7b01011
50370,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,303.15,0.000122,MTBE,COC(C)(C)C,10.1021/acs.jced.5b00306
50385,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,303.15,0.009528,MTBE,COC(C)(C)C,10.1021/acs.jced.8b00863
50395,O=C(O)COc1ccc(Cl)cc1Cl,303.15,0.137,MTBE,COC(C)(C)C,10.1016/j.jct.2021.106589
50405,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,303.15,0.0003701,MTBE,COC(C)(C)C,10.1016/j.jct.2016.08.034
50414,C/C=C/C=C/C(=O)O,303.15,0.06931,MTBE,COC(C)(C)C,10.1016/j.jct.2015.02.004
50423,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,303.15,0.4104,DMAc,CC(=O)N(C)C,10.1021/acs.jced.0c00655
50433,O=C(O)Cc1ccc([N+](=O)[O-])cc1,303.15,0.1492,DMAc,CC(=O)N(C)C,10.1021/acs.jced.0c00182
50440,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.056,DMAc,CC(=O)N(C)C,10.1021/acs.jced.9b01192
50454,C=CC(=O)NC(C)(C)C,303.15,0.0979,DMAc,CC(=O)N(C)C,10.1021/acs.jced.5b00135
50509,Nc1ccc(Oc2ccc(N)cc2)cc1,303.15,0.1479,DMAc,CC(=O)N(C)C,10.1021/acs.jced.0c00965
50520,Nc1nc2ccc(OC(F)(F)F)cc2s1,303.15,0.14234,DMAc,CC(=O)N(C)C,10.1016/j.jct.2021.106569
50531,O=c1cc(CO)occ1O,303.15,0.1937,DMAc,CC(=O)N(C)C,10.1016/j.jct.2020.106280
50541,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,303.15,0.25178,DMAc,CC(=O)N(C)C,10.1016/j.jct.2020.106239
50551,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,303.15,0.084124,DMAc,CC(=O)N(C)C,10.1016/j.jct.2020.106231
50571,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],303.15,0.1085,DMAc,CC(=O)N(C)C,10.1016/j.jct.2020.106116
50581,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],303.15,0.2053,DMAc,CC(=O)N(C)C,10.1016/j.jct.2019.03.029
50588,Nc1ccc(Oc2ccc(N)cc2)cc1,303.15,0.146998,DMAc,CC(=O)N(C)C,10.1016/j.fluid.2013.07.010
50595,O=C(O)c1cccc(C(=O)O)n1,303.15,0.000991,acetic acid,CC(=O)O,10.1021/acs.jced.1c00200
50604,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,303.15,0.00527,acetic acid,CC(=O)O,10.1021/acs.jced.0c00097
50610,N#CCc1ccccc1[N+](=O)[O-],303.15,0.06945,acetic acid,CC(=O)O,10.1021/acs.jced.9b00243
50619,N#CCc1ccc([N+](=O)[O-])cc1,303.15,0.01954,acetic acid,CC(=O)O,10.1021/acs.jced.8b00811
50628,O=C(O)c1cc2ccccc2cc1O,303.15,0.00786,acetic acid,CC(=O)O,10.1021/acs.jced.8b00578
50649,N#Cc1cccc([N+](=O)[O-])c1,303.15,0.04593,acetic acid,CC(=O)O,10.1021/acs.jced.7b00615
50655,CC(C)(C)c1ccc(C(=O)O)cc1,303.15,0.0469,acetic acid,CC(=O)O,10.1021/acs.jced.6b00965
50674,O=C(O)c1ccccc1O,303.15,0.06168,acetic acid,CC(=O)O,10.1021/acs.jced.7b00665
50686,CS(=O)(=O)c1ccc(C=O)cc1,303.15,0.007271,acetic acid,CC(=O)O,10.1021/acs.jced.5b01053
50696,Nc1ccc(S(=O)(=O)O)cc1,303.15,0.002398,acetic acid,CC(=O)O,10.1021/je500867u
50703,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,303.15,0.0028349,acetic acid,CC(=O)O,10.1021/je500787x
50724,O=C1OC(=O)c2ccc(Br)c3cccc1c23,303.15,0.0006662,acetic acid,CC(=O)O,10.1021/je400259a
50740,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,303.15,0.0027585,acetic acid,CC(=O)O,10.1021/je101230a
50795,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,303.15,0.0707,acetic acid,CC(=O)O,10.1021/je8002578
50799,CC(O)(P(=O)(O)O)P(=O)(O)O.O,303.15,0.00196,acetic acid,CC(=O)O,10.1021/je8002332
50806,O=P(O)(c1ccccc1)c1ccccc1,303.15,0.00604,acetic acid,CC(=O)O,10.1021/je800049b
50852,CC(=O)Nc1ccc(C(=O)O)cc1,303.15,0.00554,acetic acid,CC(=O)O,10.1016/j.jct.2021.106478
50861,O=c1cc(CO)occ1O,303.15,0.02043,acetic acid,CC(=O)O,10.1016/j.jct.2020.106280
50870,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],303.15,0.02267,acetic acid,CC(=O)O,10.1016/j.jct.2020.106116
50880,O=Cc1cccc([N+](=O)[O-])c1,303.15,0.3041,acetic acid,CC(=O)O,10.1016/j.jct.2016.10.040
50891,O=[N+]([O-])c1ccc(O)c2ncccc12,303.15,0.004839,acetic acid,CC(=O)O,10.1016/j.jct.2016.04.018
50899,O=C(O)CCCCCCCCCCCC(=O)O,303.15,0.00656,acetic acid,CC(=O)O,10.1016/j.jct.2015.05.026
50910,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,303.15,0.001745,acetic acid,CC(=O)O,10.1016/j.jct.2016.01.003
50921,Nc1nc(N)nc(NC2CC2)n1,303.15,0.01873,acetic acid,CC(=O)O,10.1016/j.fluid.2018.07.024
50932,Cn1cc([N+](=O)[O-])cn1,303.15,0.000633,acetic acid,CC(=O)O,10.1016/j.fluid.2018.05.023
50942,O=C1C=CC(=O)O1,303.15,0.06047,acetic acid,CC(=O)O,10.1016/j.fluid.2014.01.008
50952,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,303.15,0.000345,acetic acid,CC(=O)O,10.1016/j.fluid.2013.11.045
50964,C/C=C/C(=O)O,303.15,0.4169,acetic acid,CC(=O)O,10.1016/j.fluid.2013.06.038
50970,O=C(O)c1cccc(C(=O)O)n1,303.15,0.00456,formic acid,O=CO,10.1021/acs.jced.1c00200
50976,[NH3+]O.[NH3+]O.[O-]n1nnnc1-c1nnnn1[O-],303.15,0.0002503,formic acid,O=CO,10.1021/acs.jced.6b00009
50996,Nc1ccc(S(=O)(=O)O)cc1,303.15,0.00166,formic acid,O=CO,10.1021/je500867u
51007,c1ccc2c(c1)sc1ccccc12,303.15,0.000995,formic acid,O=CO,10.1021/je500437m
51018,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,303.15,0.03205,acetylacetone,CC(=O)CC(C)=O,10.1021/acs.jced.1c00232
51026,Cc1ccc[n+](CCCC[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,303.15,0.002818,acetylacetone,CC(=O)CC(C)=O,10.1021/je9010954
51047,Cc1ccc[n+](C[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,303.15,0.000336,acetylacetone,CC(=O)CC(C)=O,10.1021/je900627q
51069,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,303.15,0.000865,propionic acid,CCC(=O)O,10.1021/acs.jced.0c00097
51078,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,303.15,0.0007303,propionic acid,CCC(=O)O,10.1021/acs.jced.8b00043
51098,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],303.15,0.003285,propionic acid,CCC(=O)O,10.1016/j.jct.2020.106116
51108,Nc1nc(N)nc(NC2CC2)n1,303.15,0.01229,propionic acid,CCC(=O)O,10.1016/j.fluid.2018.07.024
51117,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,303.15,0.028628,acrylic acid,C=CC(=O)O,10.1021/acs.jced.0c00097
51124,Nc1nc(N)nc(NC2CC2)n1,303.15,0.04921,acrylic acid,C=CC(=O)O,10.1016/j.fluid.2018.07.024
51140,Nc1ccc(C(=O)O)cc1.[K],303.15,0.104,formamide,NC=O,10.1021/acs.jced.7b00978
51168,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],303.15,0.070191,formamide,NC=O,10.1021/je600564q
51175,NCCCC(=O)O,303.15,0.02191,formamide,NC=O,10.1016/j.jct.2016.07.014
51202,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,303.15,0.00042597,MIBK,CC(=O)CC(C)C,10.1021/acs.jced.8b00717
51250,O=[N+]([O-])N(CCO)CCO.O=[N+]([O-])O.O=[N+]([O-])O,303.15,0.64065,"1,2-dichloroethane",ClCCCl,10.1021/acs.jced.0c00211
51267,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,303.15,0.0233,"1,2-dichloroethane",ClCCCl,10.1021/acs.jced.7b00695
51275,NNC(=O)NN.O=[N+]([O-])NC1=NC(C2N=NC(N[N+](=O)[O-])=N2)N=N1,303.15,1.91e-05,"1,2-dichloroethane",ClCCCl,10.1021/acs.jced.9b00275
51289,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,303.15,0.02292,"1,2-dichloroethane",ClCCCl,10.1021/acs.jced.7b00585
51301,O=C(O)Cc1cccc2ccccc12,303.15,0.0914,"1,2-dichloroethane",ClCCCl,10.1021/acs.jced.6b00816
51311,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,303.15,0.0942,"1,2-dichloroethane",ClCCCl,10.1021/acs.jced.7b01011
51328,CC1(C)COP(=O)(C(C)(O)c2ccccc2)OC1,303.15,0.00258,"1,2-dichloroethane",ClCCCl,10.1021/je500806u
51340,CC1(C)COP(=O)(C(C)(C)O)OC1,303.15,0.00308,"1,2-dichloroethane",ClCCCl,10.1021/je4003114
51368,c1ccc2c(c1)OP1(=NP3(=NP4(=N1)Oc1ccccc1O4)Oc1ccccc1O3)O2,303.15,0.0007646,"1,2-dichloroethane",ClCCCl,10.1021/je200252c
51395,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,303.15,1.051e-07,"1,2-dichloroethane",ClCCCl,10.1021/je100352r
51412,CCN1CCN(c2cc3c(cc2F)c(=O)cc(C(=O)[O-])n3C2CC2)CC1.[Na+],303.15,0.00656,"1,2-dichloroethane",ClCCCl,10.1021/je8005826
51442,Cc1ccc(N)c([N+](=O)[O-])c1,303.15,0.06921,"1,2-dichloroethane",ClCCCl,10.1016/j.jct.2017.02.008
51452,Oc1c(Br)cc(Br)c2cccnc12,303.15,0.01252,"N,N-dimethylaniline",CN(C)c1ccccc1,10.1021/acs.jced.9b01190
51513,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,303.15,9.39e-05,3-pentanone,CCC(=O)CC,10.1016/j.jct.2016.09.036
51556,CC(C)COc1ccc(B(O)O)cc1,303.15,0.0416,dipropyl ether,CCCOCCC,10.1021/acs.jced.0c00468
51601,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.061,triethyl phosphate,CCOP(=O)(OCC)OCC,10.1021/acs.jced.9b01192
51614,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.0406,gamma-Butyrolactone,O=C1CCCO1,10.1021/acs.jced.9b01192
51627,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],303.15,0.07962,gamma-Butyrolactone,O=C1CCCO1,10.1021/je500068b
51638,O=C1CCC(=O)O1,303.15,0.283,gamma-Butyrolactone,O=C1CCCO1,10.1016/j.jct.2016.09.025
51654,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.0201,propylene carbonate,CC1COC(=O)O1,10.1021/acs.jced.9b01192
51674,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.0048,cyclopentanone,O=C1CCCC1,10.1021/acs.jced.9b01192
51709,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.0019,pyridine,c1ccncc1,10.1021/acs.jced.9b01192
